Date,FPI_Equity_Flow,FPI_Debt_Flow,FPI_Total_Flow,FPI_Equity_Flow_3M,FPI_Debt_Flow_3M,FPI_Equity_Flow_12M,FPI_Debt_Flow_12M
2017-06-26,730.96,400.14,1131.1,7513.98,2745.2700000000004,26518.5,19330.98
2017-06-27,-352.87,43.08,-309.78,7068.34,2971.78,25890.31,18955.95
2017-06-28,-226.88,433.57,206.69,6468.32,3003.81,25318.84,19813.7
2017-06-29,-197.83,374.9,177.07,6167.28,2879.2799999999997,24703.65,19765.23
2017-06-30,787.22,-272.91,514.3,7072.69,2801.2200000000003,24836.02,18772.87
2017-07-03,-967.84,-152.14,-1119.97,6059.65,3035.5999999999995,23563.27,18966.989999999998
2017-07-04,1668.87,337.26,2006.14,7672.7,3232.27,25252.77,19022.83
2017-07-05,628.03,-763.78,-135.76,8385.74,2582.71,25444.510000000002,18208.719999999998
2017-07-06,211.62,5.16,216.78,8626.76,1977.29,24606.19,18627.21
2017-07-07,72.55,-379.25,-306.7,7799.99,1537.6,24645.059999999998,18050.09
2017-07-10,242.78,-92.97,149.81,7662.3099999999995,1635.29,25275.100000000002,17657.04
2017-07-11,360.56,-39.65,320.92,8070.61,1889.79,24982.12,17747.73
2017-07-12,422.61,-57.47,365.13,8044.74,1455.3499999999997,25364.92,17290.489999999998
2017-07-13,377.8,-115.68,262.12,8489.45,1461.03,26729.05,17624.840000000004
2017-07-14,144.79,-279.14,-134.35,7947.679999999999,1118.7399999999998,26350.13,17744.129999999997
2017-07-17,1.33,737.57,738.9,7664.19,1519.5699999999997,26519.120000000003,18390.719999999998
2017-07-18,24.36,610.24,634.6,7642.2,2225.0899999999997,26488.750000000004,18943.34
2017-07-19,2.55,-298.62,-296.07,7320.889999999999,1890.25,26225.31,18809.690000000002
2017-07-20,666.89,524.64,1191.52,8673.220000000001,2369.8599999999997,26696.95,19041.45
2017-07-21,396.78,-69.84,326.94,9533.38,2045.0199999999998,26639.0,18762.34
2017-07-24,-1370.19,88.76,-1281.44,8660.150000000001,1906.5599999999997,25386.55,18543.66
2017-07-25,427.95,31.02,458.97,8916.63,1953.61,25457.95,18561.62
2017-07-26,197.37,-147.92,49.44,8147.74,1736.6,25685.09,18182.93
2017-07-27,90.65,345.16,435.8,7022.740000000001,2143.29,25306.33,18611.79
2017-07-28,-94.26,87.77,-6.49,6509.45,2624.34,24804.39,18033.41
2017-07-31,662.06,-92.97,569.09,6821.09,2404.0899999999997,25834.170000000002,18134.2
2017-08-01,573.76,-341.38,232.39,8195.380000000001,1445.05,25764.94,17111.23
2017-08-02,-286.44,-218.08,-504.52,8080.280000000001,1442.0900000000001,25646.48,16832.68
2017-08-03,303.53,-442.41,-138.89,8677.7,1181.59,25445.98,16752.920000000002
2017-08-04,-385.83,53.67,-332.16,8502.29,1446.48,24776.510000000002,16346.17
2017-08-07,-589.81,-309.0,-898.81,7896.549999999999,870.0999999999999,23167.61,15949.4
2017-08-08,-213.36,-29.67,-243.03,7819.24,655.8799999999999,22965.98,15614.390000000001
2017-08-09,531.2,461.03,992.23,9240.09,1114.4699999999998,23571.84,15658.26
2017-08-10,576.56,409.79,986.35,9342.69,1749.67,24058.11,15916.660000000002
2017-08-11,356.54,40.32,396.86,10135.599999999999,1712.28,24466.239999999998,16084.650000000001
2017-08-14,462.55,23.87,486.42,10378.53,2155.54,24428.820000000003,15765.81
2017-08-15,358.09,613.96,972.05,9599.58,2676.47,25495.070000000003,16329.54
2017-08-16,-220.74,206.23,-14.51,9738.53,2571.24,25701.170000000002,16280.01
2017-08-17,315.96,-48.34,267.62,11219.63,2848.26,26451.03,16827.79
2017-08-18,500.2,-377.81,122.4,11762.83,2880.21,26376.08,16265.890000000001
2017-08-21,477.15,168.16,645.31,11589.5,2524.54,25897.920000000002,16575.63
2017-08-22,694.46,298.8,993.25,11204.789999999999,2956.87,26544.600000000002,16328.44
2017-08-23,454.15,-139.5,314.66,12173.710000000001,2426.5899999999997,26983.16,15952.01
2017-08-24,275.72,137.36,413.08,12101.08,2560.15,27123.85,15967.41
2017-08-25,635.08,-59.07,576.0,12868.82,2499.6699999999996,27077.99,15712.45
2017-08-28,86.74,-5.21,81.53,12908.53,2312.9399999999996,27528.41,15956.77
2017-08-29,-340.94,-696.35,-1037.28,11145.42,1831.79,26968.29,14723.44
2017-08-30,18.47,-16.53,1.93,11815.380000000001,1725.5099999999998,26399.160000000003,14059.5
2017-08-31,-272.45,340.81,68.36,11316.06,2130.77,25776.16,14232.44
2017-09-01,-237.59,-139.42,-377.01,10744.619999999999,2337.5,25343.780000000002,13565.9
2017-09-04,27.74,65.76,93.5,10129.47,2252.0199999999995,24771.0,13752.4
2017-09-05,-296.21,-176.79,-473.0,9684.27,2104.22,25726.41,13764.740000000002
2017-09-06,-53.98,158.13,104.15,9376.26,2259.4599999999996,25233.49,13860.59
2017-09-07,-846.81,-14.96,-861.76,8625.269999999999,2557.5499999999997,24613.719999999998,13665.150000000001
2017-09-08,206.65,-231.77,-25.13,8597.36,1798.36,25635.690000000002,13501.580000000002
2017-09-11,100.6,449.77,550.37,8769.56,1935.12,25380.69,13740.02
2017-09-12,-308.54,328.68,20.14,8050.23,1924.55,24285.320000000003,13926.78
2017-09-13,429.62,-131.47,298.15,8564.66,1834.71,24683.66,14044.800000000001
2017-09-14,568.79,199.34,768.12,8844.900000000001,2502.8,24676.010000000002,14038.5
2017-09-15,-703.78,211.22,-492.56,8055.75,2078.14,23066.09,13940.66
2017-09-18,-281.36,242.69,-38.67,7111.36,2289.16,22027.269999999997,14081.91
2017-09-19,-284.57,-458.28,-742.85,6752.49,2005.5199999999998,20822.719999999998,13227.84
2017-09-20,-369.95,351.98,-17.97,7169.06,2182.46,19981.710000000003,13895.04
2017-09-21,514.74,-120.91,393.83,6952.84,1661.4099999999999,20358.73,13583.740000000002
2017-09-22,3.09,-57.35,-54.26,7308.8,1560.98,21062.8,13827.470000000001
2017-09-25,-32.26,841.36,809.11,7503.42,1968.77,21053.57,14953.05
2017-09-26,-901.93,140.56,-761.37,6799.320000000001,1734.43,20473.260000000002,15232.890000000001
2017-09-27,417.71,-65.9,351.81,6429.81,1941.44,19705.5,15399.61
2017-09-28,-519.63,-611.59,-1131.22,6878.02,1481.9899999999998,19173.809999999998,14902.420000000002
2017-09-29,129.97,466.93,596.9,5339.12,1611.6599999999999,19142.18,15383.6
2017-10-02,238.69,-353.56,-114.87,4949.780000000001,2021.8799999999997,19005.129999999997,14728.890000000001
2017-10-03,780.33,-251.03,529.3,5518.490000000001,1765.6899999999998,19663.66,14524.210000000001
2017-10-04,-554.41,-49.41,-603.82,4891.530000000001,2095.53,18161.72,14900.49
2017-10-05,-1409.76,474.92,-934.83,3238.9900000000007,2663.42,16963.28,14983.39
2017-10-06,191.92,281.97,473.9,3070.3500000000004,2985.04,16957.9,15466.490000000002
2017-10-09,1000.26,2.65,1002.9,3648.0,3045.16,18229.399999999998,15436.76
2017-10-10,719.47,142.49,861.96,3989.6700000000005,3303.33,19508.88,15395.29
2017-10-11,204.83,-130.12,74.71,4049.7100000000005,3452.35,19919.59,15155.29
2017-10-12,-145.82,91.9,-53.92,3902.56,2806.68,19692.289999999997,14868.94
2017-10-13,503.56,72.0,575.56,4381.76,2268.44,20310.5,14747.240000000002
2017-10-16,-386.77,340.63,-46.14,3992.4400000000005,2907.69,20169.94,15296.26
2017-10-17,338.18,340.15,678.33,3663.7300000000005,2723.2,21111.28,14932.84
2017-10-18,352.74,198.19,550.93,3619.69,2991.2299999999996,21405.570000000003,15022.73
2017-10-19,630.1,-58.7,571.4,5619.9800000000005,2843.77,22688.03,14958.230000000001
2017-10-20,1479.83,272.55,1752.38,6671.860000000001,3085.3,23687.83,14891.6
2017-10-23,296.21,22.41,318.62,6770.700000000001,3255.63,23842.82,14789.17
2017-10-24,-154.48,-274.57,-429.06,6525.57,2635.8999999999996,24317.120000000003,14344.830000000002
2017-10-25,87.21,-70.99,16.23,6707.04,2477.14,24458.93,13476.180000000002
2017-10-26,-784.54,75.36,-709.18,5260.44,2645.4700000000003,23950.47,13584.08
2017-10-27,-247.36,323.06,75.71,4439.320000000001,3309.91,23443.52,13952.470000000001
2017-10-30,-104.64,-5.06,-109.7,4621.12,3522.9300000000003,22568.65,13862.44
2017-10-31,-162.04,-312.76,-474.8,4155.55,3652.58,23244.199999999997,13178.230000000001
2017-11-01,176.18,67.02,243.2,4717.56,3665.93,23262.87,13647.210000000001
2017-11-02,-311.21,84.04,-227.17,4996.160000000001,4058.97,22931.73,14270.920000000002
2017-11-03,660.52,105.75,766.27,5870.04,4194.39,23156.58,14502.800000000001
2017-11-06,100.1,325.96,426.06,5438.9400000000005,4059.32,23050.079999999998,15268.94
2017-11-07,95.35,355.68,451.03,4957.73,4005.2099999999996,23421.41,15702.07
2017-11-08,-63.95,-128.26,-192.21,4537.24,3836.63,23416.99,15373.06
2017-11-09,177.6,-134.84,42.75,4252.29,3677.9199999999996,23892.6,15455.44
2017-11-10,512.55,-262.06,250.49,4406.75,2801.9,23767.15,15571.43
2017-11-13,-333.57,259.64,-73.92,4293.92,2855.31,23322.92,15760.27
2017-11-14,-229.06,484.65,255.59,3748.8999999999996,3388.2999999999997,22043.260000000002,15936.160000000002
2017-11-15,-51.86,-44.52,-96.39,3196.84,3721.5899999999997,21921.73,16350.130000000001
2017-11-16,-572.94,-22.43,-595.36,2146.75,3531.0,21602.99,16031.630000000001
2017-11-17,-309.63,490.03,180.41,1142.6599999999999,3722.2299999999996,21950.22,16226.470000000001
2017-11-20,-138.11,201.67,63.56,550.4,4063.3999999999996,22613.68,16091.910000000002
2017-11-21,537.19,180.87,718.07,811.87,4106.91,23842.94,15857.24
2017-11-22,231.28,-307.27,-75.99,408.06999999999994,3858.7099999999996,23840.66,14839.369999999999
2017-11-23,196.79,253.62,450.41,518.1199999999999,4117.54,23683.09,15149.820000000002
2017-11-24,525.45,-228.74,296.71,1384.51,4585.15,24899.14,14838.210000000001
2017-11-27,31.31,-290.21,-258.89,1397.35,4311.47,24382.93,14622.93
2017-11-28,295.23,-54.03,241.2,1965.0299999999997,3916.63,24819.69,14518.310000000001
2017-11-29,48.39,-125.74,-77.35,2251.0099999999998,3930.31,24694.68,13882.710000000001
2017-11-30,232.68,-16.48,216.2,2455.95,3848.0699999999997,24021.25,14219.73
2017-12-01,-191.38,-382.29,-573.67,2560.7799999999997,3642.5699999999997,23281.449999999997,14045.750000000002
2017-12-04,-1119.41,337.64,-781.76,1495.3499999999997,3822.08,22196.309999999998,13920.24
2017-12-05,32.86,388.31,421.17,2375.02,4225.35,22574.77,13952.539999999999
2017-12-06,811.37,-534.2,277.17,2979.74,3922.9199999999996,24362.05,13477.28
2017-12-07,563.11,343.54,906.65,3442.25,3816.69,25184.739999999998,13514.5
2017-12-08,582.7,-193.16,389.54,4333.49,3294.85,25773.01,13168.98
2017-12-11,718.07,307.09,1025.16,4621.9400000000005,3733.41,26884.67,12975.99
2017-12-12,144.33,29.47,173.79,4197.4800000000005,3563.54,26994.63,12933.109999999999
2017-12-13,198.66,58.63,257.29,5099.92,3410.9500000000003,27054.86,12634.050000000001
2017-12-14,-208.83,-5.53,-214.36,5172.45,3162.73,26858.46,11785.92
2017-12-15,-58.04,413.64,355.6,5398.9800000000005,4034.6499999999996,27025.42,11970.130000000001
2017-12-18,407.89,-321.88,86.01,6176.82,3360.79,27248.980000000003,11583.45
2017-12-19,701.94,232.35,934.29,6364.02,3714.05,27629.95,11549.07
2017-12-20,30.28,380.4,410.68,6391.21,4151.8,28105.43,11989.05
2017-12-21,-125.09,264.9,139.81,6298.38,3575.3399999999997,27174.87,11487.56
2017-12-22,100.26,747.41,847.67,7300.57,4182.19,27224.420000000002,12130.949999999999
2017-12-25,400.6,-108.68,291.92,7283.46,4139.41,27515.6,12054.150000000001
2017-12-26,-621.93,337.19,-284.74,7181.16,5088.19,26439.559999999998,12592.05
2017-12-27,-1048.09,18.17,-1029.92,6003.099999999999,4639.43,25174.86,12231.05
2017-12-28,-175.27,420.02,244.75,5589.14,5413.009999999999,24423.019999999997,12340.91
2017-12-29,-510.36,47.69,-462.66,4298.45,5711.73,23669.100000000002,12487.810000000001
2018-01-01,-154.07,-66.36,-220.43,4698.79,5694.780000000001,23721.25,12198.51
2018-01-02,26.11,441.82,467.93,6134.659999999999,5661.68,23466.609999999997,13042.9
2018-01-03,-126.62,-97.47,-224.09,5816.12,5282.24,23811.85,12839.94
2018-01-04,826.23,-373.82,452.42,5642.09,4905.7699999999995,24483.8,12280.29
2018-01-05,263.37,-105.05,158.32,5185.99,4658.23,24663.780000000002,11613.039999999999
2018-01-08,250.24,235.71,485.95,5231.4,5024.0599999999995,24918.079999999998,12030.0
2018-01-09,411.1,467.61,878.72,5788.32,5399.7699999999995,25293.449999999997,12831.119999999999
2018-01-10,-469.42,83.34,-386.08,4815.34,5411.11,25664.95,13133.09
2018-01-11,619.56,445.46,1065.02,5821.669999999999,5515.94,26458.870000000003,13929.52
2018-01-12,62.12,-357.45,-295.33,5545.61,4818.34,26374.57,13121.07
2018-01-15,435.24,-82.98,352.26,5628.11,4537.169999999999,26629.879999999997,12523.5
2018-01-16,-435.93,-36.57,-472.5,4562.08,4559.299999999999,26607.79,12340.87
2018-01-17,-676.88,15.63,-661.25,2405.37,4302.38,25198.06,11940.11
2018-01-18,508.94,75.23,584.17,2618.1,4355.199999999999,26040.09,11925.150000000001
2018-01-19,288.2,257.27,545.48,3060.7799999999997,4887.04,25743.56,12160.949999999999
2018-01-22,-351.03,-83.44,-434.47,2622.54,4874.59,25078.93,12127.420000000002
2018-01-23,-334.83,91.71,-243.12,3072.25,4890.9400000000005,24967.21,12262.25
2018-01-24,662.72,36.46,699.18,3982.3299999999995,4604.339999999999,24642.27,12713.05
2018-01-25,-494.71,-227.77,-722.47,3592.2599999999998,4381.63,24644.38,12356.0
2018-01-26,921.34,15.9,937.24,4675.639999999999,4710.289999999999,25006.140000000003,12334.0
2018-01-29,-350.31,6.9,-343.41,4149.15,4650.17,24055.54,12067.289999999999
2018-01-30,419.2,0.48,419.67,4879.5599999999995,4566.61,24710.05,11989.71
2018-01-31,-64.31,59.53,-4.78,4154.7300000000005,4520.389999999999,23849.51,12048.05
2018-02-01,401.59,72.7,474.3,4456.219999999999,4267.13,24276.12,12332.11
2018-02-02,-172.06,-79.69,-251.75,4188.81,3831.7599999999998,23859.71,12180.77
2018-02-05,18.6,431.81,450.42,4271.36,4391.83,23648.15,12341.11
2018-02-06,120.46,-300.84,-180.38,4214.219999999999,4225.83,23735.76,12333.27
2018-02-07,-401.09,-166.29,-567.38,3300.58,4321.599999999999,22829.27,12090.74
2018-02-08,470.41,883.99,1354.4,4104.56,4945.95,22802.94,12854.82
2018-02-09,-156.61,-261.4,-418.0,4177.009999999999,4199.9,23420.6,12758.84
2018-02-12,-14.3,-356.13,-370.43,4214.570000000001,3888.29,22654.13,12529.07
2018-02-13,-397.17,270.34,-126.83,4390.34,4181.0599999999995,22988.210000000003,12680.23
2018-02-14,-1181.17,-573.14,-1754.3,3518.7999999999997,3117.8900000000003,21190.77,12397.12
2018-02-15,4.49,-20.58,-16.1,3661.3999999999996,2895.64,20531.91,12221.560000000001
2018-02-16,1306.31,693.75,2000.06,4430.5199999999995,3408.52,22283.699999999997,13133.92
2018-02-19,492.3,-413.48,78.82,4691.54,3302.31,22881.41,12351.580000000002
2018-02-20,90.37,-544.59,-454.22,4585.12,2504.0999999999995,23424.63,11055.640000000001
2018-02-21,-31.45,-399.75,-431.2,4028.22,2333.09,23400.64,10864.12
2018-02-22,111.23,319.51,430.74,4108.139999999999,2942.81,23565.89,10973.369999999999
2018-02-23,373.56,387.43,760.99,4186.469999999999,3384.2699999999995,23449.62,11528.82
2018-02-26,-490.41,-103.78,-594.18,3647.6699999999996,3406.23,22204.06,11062.75
2018-02-27,657.16,254.96,912.12,4072.1499999999996,3677.67,22063.38,11647.289999999999
2018-02-28,457.69,467.08,924.77,4721.219999999999,4527.04,22702.149999999998,11920.19
2018-03-01,459.09,586.2,1045.3,6299.719999999999,4775.599999999999,23165.85,12718.29
2018-03-02,319.24,-23.9,295.34,6586.1,4363.39,24226.81,12706.490000000002
2018-03-05,109.81,-640.44,-530.63,5884.54,4257.15,24639.559999999998,12325.36
2018-03-06,436.43,-196.26,240.17,5757.86,3717.35,24493.559999999998,11832.39
2018-03-07,395.91,-78.04,317.87,5571.07,3832.47,23981.68,11955.44
2018-03-08,-77.02,-27.68,-104.7,4775.98,3497.7000000000003,24421.829999999998,11712.17
2018-03-09,-186.8,-6.36,-193.16,4444.85,3461.87,24431.26,11759.04
2018-03-12,150.93,385.67,536.6,4397.12,3788.91,24495.39,12129.050000000001
2018-03-13,874.51,432.33,1306.84,5480.46,4226.77,25129.82,12467.05
2018-03-14,-519.55,-1.5,-521.06,5018.95,3811.63,24915.07,12644.1
2018-03-15,-633.76,379.55,-254.22,3977.2999999999997,4513.06,23969.28,12910.539999999999
2018-03-16,182.38,157.3,339.68,3457.74,4438.01,24288.58,12558.74
2018-03-19,125.44,69.35,194.8,3552.8999999999996,4126.96,24321.25,12811.52
2018-03-20,186.67,321.96,508.63,3864.6599999999994,4184.02,24134.78,12731.94
2018-03-21,221.98,71.68,293.65,3986.3799999999997,3508.2900000000004,24253.550000000003,12304.19
2018-03-22,-11.6,667.34,655.74,3574.1799999999994,4284.31,24360.14,13166.380000000001
2018-03-23,844.93,-381.52,463.41,5041.04,3565.6000000000004,25159.87,13171.38
2018-03-26,-700.45,-104.55,-805.0,5388.6799999999985,3442.88,24403.6,12926.24
2018-03-27,-314.25,12.04,-302.2,5249.699999999999,3034.9,24174.36,13052.5
2018-03-28,48.37,181.84,230.21,5808.429999999999,3169.05,24252.13,12623.76
2018-03-29,-721.59,430.39,-291.21,5240.91,3665.8,22631.22,12993.71
2018-03-30,12.07,42.68,54.75,5226.869999999999,3266.66,22262.83,13227.05
2018-04-02,930.74,-376.67,554.07,6284.229999999999,2987.46,23241.309999999998,13144.529999999999
2018-04-03,110.44,302.75,413.2,5568.44,3664.0299999999997,22903.27,13070.31
2018-04-04,215.35,276.49,491.84,5520.419999999999,4045.57,23185.53,13468.16
2018-04-05,-530.08,-532.56,-1062.64,4740.099999999999,3277.3,21968.89,12872.449999999999
2018-04-06,-208.18,48.86,-159.32,4120.82,2858.55,21475.890000000003,12584.57
2018-04-09,-87.6,-427.04,-514.64,4502.639999999999,2348.1700000000005,21341.94,12252.81
2018-04-10,-58.86,-149.4,-208.25,3824.2199999999993,1753.3100000000004,20959.219999999998,12067.19
2018-04-11,740.82,-220.84,519.98,4502.92,1889.92,22385.48,11801.32
2018-04-12,378.85,292.78,671.62,4446.53,2265.6800000000003,23227.71,11839.1
2018-04-13,-455.73,85.05,-370.68,4426.73,2387.3,23268.940000000002,11696.93
2018-04-16,223.25,-335.68,-112.42,5326.86,2035.9900000000002,23320.72,11377.279999999999
2018-04-17,349.11,314.02,663.13,5167.029999999999,2274.78,22703.57,11622.21
2018-04-18,670.07,-380.14,289.93,5548.9,1637.3700000000001,22157.99,11303.6
2018-04-19,890.27,149.03,1039.3,6790.199999999999,1869.8400000000001,22629.23,11845.910000000002
2018-04-20,-407.55,-194.2,-601.75,6717.48,1583.9300000000003,21871.26,11524.43
2018-04-23,-305.43,-59.7,-365.13,5749.33,1487.7700000000002,22366.36,10847.07
2018-04-24,-528.79,201.28,-327.51,5715.25,1916.8200000000002,22008.91,11263.47
2018-04-25,-17.01,206.43,189.42,4776.9,2107.3500000000004,22285.79,11651.810000000001
2018-04-26,333.18,451.09,784.27,5460.389999999999,2551.54,22829.39,12314.12
2018-04-27,593.67,25.32,618.99,5634.86,2576.38,23407.13,12072.06
2018-04-30,62.02,141.94,203.96,5761.19,2658.7900000000004,23605.199999999997,12029.45
2018-05-01,-59.92,-81.32,-141.24,5299.679999999999,2504.77,24434.93,11945.689999999999
2018-05-02,175.88,104.6,280.48,5647.619999999999,2689.0600000000004,24136.850000000002,12275.699999999999
2018-05-03,-317.57,181.85,-135.73,5311.45,2439.1000000000004,24255.65,12379.84
2018-05-04,1144.77,20.51,1165.28,6335.76,2760.4500000000003,25180.800000000003,12819.74
2018-05-07,-703.83,-491.13,-1194.96,6033.0199999999995,2435.6100000000006,23339.93,12235.580000000002
2018-05-08,192.37,149.44,341.81,5754.98,1701.0600000000002,23891.989999999998,12073.56
2018-05-09,1111.8,159.37,1271.17,7023.389999999999,2121.83,26168.93,12558.29
2018-05-10,103.4,-154.05,-50.65,7141.09,2323.91,26315.33,12814.0
2018-05-11,4.98,-335.32,-330.34,7543.24,1718.25,25669.829999999998,11954.85
2018-05-14,-78.72,492.76,414.04,8645.69,2784.15,24511.94,12581.14
2018-05-15,9.8,197.43,207.24,8651.0,3002.1600000000003,25036.510000000002,12387.79
2018-05-16,786.42,-18.72,767.7,8131.11,2289.69,25474.579999999998,12365.27
2018-05-17,-1005.93,-291.11,-1297.04,6632.879999999999,2412.0600000000004,24601.309999999998,12072.75
2018-05-18,866.72,-196.54,670.17,7409.23,2760.11,25421.0,11694.689999999999
2018-05-21,-611.98,440.78,-171.2,6828.7,3600.64,23386.850000000002,12350.67
2018-05-22,-33.33,91.3,57.97,6684.14,3372.4300000000003,24005.01,12352.22
2018-05-23,-114.62,-115.18,-229.8,6195.96,2869.82,23663.52,12301.490000000002
2018-05-24,394.28,202.91,597.18,7080.65,3176.51,23723.949999999997,12850.550000000001
2018-05-25,-699.06,-194.32,-893.38,5724.429999999999,2727.23,22382.0,12504.99
2018-05-28,331.09,500.25,831.34,5597.83,2760.4,22564.100000000002,13034.23
2018-05-29,1112.15,455.84,1567.99,6250.889999999999,2630.04,23422.219999999998,13487.179999999998
2018-05-30,-581.59,-89.97,-671.56,5350.06,2563.97,22936.45,13710.26
2018-05-31,194.85,-138.6,56.25,5435.099999999999,3065.81,22896.74,13044.24
2018-06-01,-230.99,-735.44,-966.43,4767.679999999999,2526.63,22737.35,11995.79
2018-06-04,312.94,-394.47,-81.53,4684.709999999999,2210.2,22639.5,11262.07
2018-06-05,109.57,-351.84,-242.27,4871.3,1886.04,22833.88,10951.859999999999
2018-06-06,-220.74,90.56,-130.19,4837.359999999999,1982.96,22324.59,11511.169999999998
2018-06-07,343.94,-47.87,296.07,5030.37,1549.42,22583.16,10827.42
2018-06-08,1002.17,-353.6,648.57,5158.03,763.49,22922.3,10442.15
2018-06-11,4.55,-34.35,-29.8,5682.13,730.64,22852.55,10582.439999999999
2018-06-12,459.88,201.6,661.48,6775.769999999999,552.6899999999999,24098.95,10609.0
2018-06-13,-546.64,208.35,-338.28,6046.75,603.7399999999999,22821.350000000002,10417.210000000001
2018-06-14,-378.22,-519.9,-898.12,5543.089999999999,14.489999999999895,22796.0,9854.23
2018-06-15,336.2,11.52,347.72,5692.619999999999,-295.95000000000005,23359.08,9432.18
2018-06-18,842.06,-365.0,477.06,6312.7,-732.6300000000001,24398.969999999998,8692.279999999999
2018-06-19,277.81,320.52,598.33,6602.109999999999,-1079.4500000000003,23889.56,9285.71
2018-06-20,-56.53,285.24,228.71,5700.65,-412.6900000000001,24800.870000000003,9723.09
2018-06-21,99.65,-219.41,-119.76,6500.749999999999,-527.5500000000001,23231.649999999998,9166.42
2018-06-22,-525.2,-179.81,-705.02,6289.799999999999,-719.4000000000001,22078.42,9750.39
2018-06-25,402.26,-88.38,313.88,6643.69,-989.6200000000001,22269.06,9656.85
2018-06-26,541.17,-625.84,-84.67,7906.45,-2045.8500000000004,22737.68,9410.26
2018-06-27,-126.05,150.79,24.75,7768.329999999999,-1937.74,22368.85,9654.02
2018-06-28,-135.02,-31.85,-166.87,6702.57,-1592.9200000000003,21873.27,9661.82
2018-06-29,232.94,341.05,573.99,6825.07,-1554.62,21683.600000000002,10060.34
2018-07-02,-118.36,-279.52,-397.88,6491.36,-2110.63,21187.440000000002,9896.5
2018-07-03,66.93,-135.74,-68.8,7088.369999999999,-1713.8100000000004,21109.58,10039.9
2018-07-04,1149.86,-401.96,747.9,8446.41,-2164.63,22258.11,8900.369999999999
2018-07-05,-23.51,-251.29,-274.8,8510.5,-1988.88,22210.239999999998,8038.84
2018-07-06,-79.17,-304.59,-383.76,8490.189999999999,-2144.07,22128.52,8032.869999999999
2018-07-09,-223.77,348.79,125.02,7525.5999999999985,-1574.44,21237.86,7857.0199999999995
2018-07-10,472.1,-159.48,312.62,7618.849999999999,-2026.7,21313.18,7767.38
2018-07-11,9.39,87.25,96.64,8083.969999999999,-2024.5,22692.76,7765.87
2018-07-12,-224.69,-64.23,-288.92,7636.029999999999,-1753.05,22040.12,7670.62
2018-07-13,760.65,-330.84,429.81,8047.57,-2397.9100000000003,22603.4,7487.7
2018-07-16,809.8,-0.49,809.31,8187.299999999999,-2018.26,23322.55,7142.05
2018-07-17,-200.21,229.73,29.52,7096.819999999999,-1937.56,23216.6,7284.01
2018-07-18,-833.27,-312.33,-1145.6,6671.099999999999,-2055.69,21721.27,7064.65
2018-07-19,603.76,292.73,896.49,7580.289999999999,-1703.2599999999998,21751.27,7698.76
2018-07-20,-242.31,-204.92,-447.23,7866.7699999999995,-2109.46,21795.399999999998,7711.92
2018-07-23,495.31,-94.9,400.42,8379.089999999998,-2410.79,21987.18,8059.43
2018-07-24,-885.05,209.2,-675.85,7160.86,-2652.6800000000003,21487.96,8214.96
2018-07-25,546.3,-149.03,397.27,7113.49,-2827.0299999999997,22624.07,8374.93
2018-07-26,-505.59,61.27,-444.31,6545.879999999999,-2907.7,22331.84,8465.87
2018-07-27,465.38,-44.41,420.97,7071.179999999999,-2870.79,22266.02,7960.43
2018-07-30,107.14,88.81,195.95,7002.439999999999,-2886.58,21796.6,7639.450000000001
2018-07-31,-376.97,-664.22,-1041.19,6943.039999999999,-3732.65,21063.09,6934.91
2018-08-01,-103.52,-498.9,-602.42,5694.749999999999,-4252.06,20497.019999999997,6412.139999999999
2018-08-02,443.16,234.79,677.95,6841.739999999999,-3526.14,20582.089999999997,6032.969999999999
2018-08-03,152.95,361.15,514.1,6802.319999999999,-3314.4300000000003,20955.78,6187.89
2018-08-06,392.21,-223.15,169.06,6082.729999999999,-3696.9500000000003,21032.03,6013.08
2018-08-07,1088.22,-23.21,1065.01,7067.549999999999,-3566.1099999999997,21620.05,6367.679999999999
2018-08-08,-682.12,138.42,-543.71,6380.449999999999,-3092.3700000000003,20460.78,6337.94
2018-08-09,908.61,257.97,1166.57,7367.779999999999,-3327.16,20674.93,6297.11
2018-08-10,152.18,-558.3,-406.13,7510.159999999999,-4082.8900000000003,20372.960000000003,5878.3099999999995
2018-08-13,-349.39,-215.81,-565.2,6374.3499999999985,-4279.98,19747.85,5525.14
2018-08-14,-565.16,-49.77,-614.93,6815.119999999999,-4038.64,18547.609999999997,5534.44
2018-08-15,5.44,260.94,266.38,5953.839999999999,-3581.16,18466.31,5800.59
2018-08-16,560.83,799.53,1360.35,7126.65,-3222.41,19368.079999999998,7296.47
2018-08-17,36.23,-18.4,17.82,7196.209999999999,-3332.1099999999997,19385.839999999997,7294.599999999999
2018-08-20,855.58,-372.09,483.48,8166.41,-3589.02,20513.87,6581.7
2018-08-21,-625.59,170.68,-454.91,7146.54,-3621.25,20125.87,6891.799999999999
2018-08-22,93.96,446.3,540.25,7939.5599999999995,-2980.63,20192.09,7272.34
2018-08-23,-526.2,82.4,-443.79,7082.269999999999,-3398.48,19962.1,7531.530000000001
2018-08-24,281.82,-221.99,59.82,6251.94,-4076.31,20297.9,7151.41
2018-08-27,543.44,337.4,880.84,7376.969999999999,-3648.94,21688.15,7503.77
2018-08-28,-110.38,249.06,138.68,7071.739999999999,-3261.28,21371.12,7984.599999999999
2018-08-29,-1202.11,-257.82,-1459.93,6100.62,-2783.66,20068.41,7277.01
